Risk_A,Risk_B,Risk_C,Risk_D,RiSk_E,Prob,Score,CONTROL_RISK,MONEY_Marks,Loss,label
0.42,1.302,1.0,0.0,0.8,0.2,3.6,0.8,2.0,0.0,1.0
0.148,0.0,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.0,0.0,1.0,0.0,1.2,0.2,2.4,1.2,2.0,0.0,1.0
0.102,0.544,1.0,0.0,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.148,0.0,1.0,0.03,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.046,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.52,1.0,0.0,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.098,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.146,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.056,0.05,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.064,0.0,1.0,0.0,0.8,0.2,2.2,0.8,2.0,1.0,0.0
0.042,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.652,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.16,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.166,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.114,0.504,1.0,0.02,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.142,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.03,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.504,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.002,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.018,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.102,0.006,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.098,0.0,1.0,0.004,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.44,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.456,0.0,1.0,0.0,0.8,0.2,2.4,0.8,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
1.38,0.0,1.0,0.0,0.4,0.2,2.4,0.4,2.0,0.0,0.0
0.64,0.098,1.0,53.004,0.4,0.2,2.6,0.4,6.0,0.0,1.0
0.596,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.048,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.084,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.428,0.032,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.556,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.014,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.098,0.08,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.176,0.108,1.0,0.022,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.696,1.0,0.0,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.512,0.0,1.0,0.044,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.042,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.184,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.034,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.052,0.00042,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.156,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.196,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.054,0.00034,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.082,0.022,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.148,0.0,1.0,0.142,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.164,1.752,1.0,0.0,0.4,0.2,3.2,0.4,2.0,0.0,0.0
0.0,7.008,1.0,0.0,0.4,0.2,3.2,0.4,2.0,0.0,1.0
0.122,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.124,0.094,1.0,0.116,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.714,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.432,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.14,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.544,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.0,3.144,1.0,0.0,0.4,0.2,3.2,0.4,2.0,0.0,0.0
0.064,0.034,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.066,0.00026,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.432,0.184,1.0,0.008,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.12,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.152,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,1.794,1.0,0.012,0.4,0.2,3.2,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.098,0.056,1.0,0.014,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.162,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.082,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.164,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.064,0.00018,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.424,0.126,1.0,0.18,1.2,0.2,2.6,1.2,2.0,0.0,1.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.026,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.102,0.652,1.0,0.36,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.424,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.142,0.05,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,5.094,1.0,0.086,0.4,0.2,3.2,0.4,2.0,0.0,1.0
0.64,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.06,0.00046,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.094,0.092,1.0,0.084,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.004,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.476,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.0,0.516,1.0,0.0,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.14,0.158,2.2,0.382,0.4,0.2,2.4,0.4,2.0,0.0,0.0
0.166,0.0,1.0,0.028,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.148,0.0,1.0,0.48,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.04,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.56,0.012,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.08,0.0005,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.17,0.4,1.0,0.08,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.0,0.176,1.0,0.014,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.448,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.512,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.0,0.464,1.0,0.0,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.02,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.424,0.64,1.0,9.654,0.4,0.2,3.2,0.4,6.0,0.0,1.0
0.05,0.00034,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.062,0.0003,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.168,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.436,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.516,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.102,0.074,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.018,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.078,0.182,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.428,0.0,1.0,0.0,0.4,0.2,2.2,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.1,1.782,1.0,0.036,0.4,0.2,3.2,0.4,2.0,0.0,0.0
0.098,0.11,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.168,0.13,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.18,0.444,1.0,0.0,0.4,0.2,2.6,0.4,2.0,0.0,0.0
0.118,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.004,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.592,2.688,1.0,0.0,0.4,0.2,3.4,0.4,2.0,0.0,0.0
0.0,1.98,1.0,0.0,0.4,0.2,3.2,0.4,2.0,0.0,0.0
0.16,0.114,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.072,0.108,1.0,0.042,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.088,0.106,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.102,0.1,1.0,0.018,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.15,0.09,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.094,0.074,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.048,0.008,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.04,0.0,1.0,0.0,0.4,0.2,2.0,0.4,2.0,0.0,0.0
0.0,0.0,1.0,0.064,0.4,0.2,2.0,0.4,2.0,0.0,0.0
